author,desc,genre,img,release,score,time,title
Sidney Lumet,"Danny est le fils d'anciens militants contre la guerre du Vietnam. Ses parents Annie et Arthur Pope organiserent un attentat a la bombe contre une fabrique de napalm. Un gardien mourut lors de l'explosion. Depuis, les Pope sont en fuite.","Drame,Musical","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",22 avril 2009,"4,8,4,3",1h 55min,À bout de course
Steven Spielberg,"E.T., un extraterrestre, débarque en pleine nuit sur Terre et s'aventure vers Los Angeles. Traqué par des militaires, il se réfugie dans un pavillon de banlieue. Elliot, un jeune garçon, le découvre et va tenter de garder sa présence secrète.","Aventure,Famille,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",7 septembre 2022,"4,8,4,3",2h 00min,E.T. l'extra-terrestre
John Sturges,"Durant la Seconde Guerre Mondiale, des officiers alliés récidivistes de l'évasion sont prisonniers et surveillés étroitement dans un stalag. Malgré cela, ils préparent une évasion massive...","Aventure,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",1 janvier 2020,"3,8,4,3",2h 49min,La Grande évasion
Martin Scorsese,"Vétéran de la Guerre du Vietnam, Travis Bickle est chauffeur de taxi dans la ville de New York. Ses rencontres dans le monde de la nuit, la violence quotidienne qu'il croise lui font peu à peu perdre la tête.","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",9 novembre 2016,"4,8,4,3",1h 55min,Taxi Driver
Marcel Carné,"Paris, 1828. Sur le boulevard du Crime, au milieu de la foule, des acteurs et des bateleurs, le mime Baptiste Deburau, par son témoignage muet, sauve Garance d'une erreur judiciaire. C'est ici que commencent les amours contrariées de Garance et de Baptiste...","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"5,0,4,3",3h 09min,Les enfants du paradis
Alfred Hitchcock,"Tony, une ancienne gloire du tennis, s'est marié avec Margot pour sa richesse. Mais celle-ci le trompe avec un jeune auteur de romans policiers. Craignant que sa femme le quitte et le laisse sans le sou, Tony décide de la faire assassiner...","Policier,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",19 mars 2014,"4,4,4,3",1h 45min,Le Crime était presque parfait
Carl Theodor Dreyer,"En 1930, dans un village du Jutland, des discordes religieuses surviennent entre deux familles lorsqu'il est question d'unir par le mariage deux de leurs enfants.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",9 novembre 2022,"4,3,--",2h 06min,Ordet
Roger Allers,"Le long combat de Simba le lionceau pour accéder à son rang de roi des animaux, après que le fourbe Scar, son oncle, a tué son père et pris sa place.","Aventure,Animation,Musical","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",11 avril 2012,"3,4,4,5",1h 29min,Le Roi Lion
Milos Forman,Rebellion dans un hôpital psychiatrique à l'instigation d'un malade qui se révolte contre la dureté d'une infirmière.,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",16 septembre 2009,"5,0,4,5",2h 09min,Vol au-dessus d'un nid de coucou
Christopher Nolan,Batman entreprend de démanteler les dernières organisations criminelles de Gotham. Mais il se heurte bientôt à un nouveau génie du crime qui répand la terreur et le chaos dans la ville : le Joker...,"Action,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,5",2h 32min,"The Dark Knight, Le Chevalier Noir"
Billy Wilder,"Walter Neff, un employé d’une compagnie d’assurances, tombe amoureux de sa cliente Phyllis Dietrichson qui réussit à le convaincre d’échafauder avec elle un plan pour supprimer son mari encombrant et violent et ainsi partager avec elle l’assurance-vie de ce dernier.","Policier,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",31 janvier 2018,"4,6,4,3",1h 47min,Assurance sur la mort
James Cameron,"Sur la lointaine planète de Pandora, Jake Sully, un héros malgré lui, se lance dans une quête de rédemption, de découverte, d'amour inattendu, dont l'issue sera un combat héroïque pour sauver toute une civilisation.","Aventure,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",21 septembre 2022,"4,3,4,3",2h 42min,Avatar
Martin Scorsese,"En 1973, Sam Ace Rothstein est le grand manitou de la ville de toutes les folies, Las Vegas. Il achète et épouse une virtuose de l’arnaque, Ginger Mc Kenna, qui sombre bien vite dans l’alcool et la drogue. Mais un autre ennui guette Sam, son ami d’enfance Nicky Santoro, qui entreprend de mettre la ville en coupe réglée…",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",14 octobre 2015,"4,4,4,3",2h 58min,Casino
Tate Taylor,Evocation de la vie des domestiques et serviteurs afro-américains chez une riche famille dans le Mississippi d'avant la lutte pour les droits civils.,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"2,6,4,3","2h 26min
 ",La Couleur des sentiments
Byron Howard,"Zootopie est une ville qui ne ressemble à aucune autre : seuls les animaux y habitent ! Lorsque l'adorable lapine Judy Hopps fait son entrée dans la police, elle s’attaque à une épineuse affaire, l'obligeant à faire équipe avec Nick Wilde, un renard à la langue bien pendue et véritable virtuose de l’arnaque…","Animation,Comédie,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",1h 48min,Zootopie
Christopher Nolan,"Londres, au début du siècle dernier... Robert Angier et Alfred Borden sont deux magiciens surdoués, promis dès leur plus jeune âge à un glorieux avenir. L'émulation tournera vite à la jalousie, puis à la haine...","Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,2,4,3",2h 08min,Le Prestige
Eric Toledano,"Bruno et Malik vivent depuis 20 ans dans un monde à part, celui des enfants et adolescents autistes. Au sein de leurs deux associations respectives, ils forment des jeunes issus des quartiers difficiles pour encadrer ces cas qualifiés ""d'hyper complexes"".",Comédie,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,9,4,3",1h 55min,Hors Normes
Carl Theodor Dreyer,"Au XVIIe siecle, une jeune femme est condamnee au bucher pour avoir aime le fils de son mari pasteur. Denoncee par sa belle-mere, elle avoue etre une sorciere.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,--",1h 32min,Jour de colère
Luis Buñuel,"Dans une banlieue déshéritée de Mexico, El Jaïbo, échappé d’une maison de correction, retrouve sa bande. Ensemble, ils agressent un aveugle et dévalisent un cul-de-jatte. Mais El Jaïbo veut avant tout se venger de Julian, qu’il accuse de l’avoir dénoncé.","Policier,Drame",https://fr.web.img3.acsta.net/c_310_420/pictures/15/04/29/15/25/121599.jpg,24 juin 2015,"4,3,--",1h 25min,Los Olvidados (Pitié pour eux)
Michael Curtiz,"Dans son night-club marocain, le cynique Rick Blaine ferme les yeux sur la misère de la Seconde Guerre mondiale jusqu’à ce que son ancienne amante, Ilsa Lund, entre dans la pièce, forçant Rick à choisir entre vivre avec la femme qu’il aime et devenir le héros dont elle a besoin.","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,4,4,3",1h 42min,Casablanca
Brian De Palma,"En 1975, à New York, Carlito Brigante, un ancien trafiquant de drogue, est libéré de prison. Carlito est décidé à rentrer dans le droit chemin et il compte se retirer aux Bahamas pour s'assurer une retraite paisible. Mais le destin en décidera autrement.","Policier,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",18 mai 2016,"4,8,4,3",2h 23min,L'Impasse
Lenny Abrahamson,"Jack, 5 ans, vit seul avec sa mère, Ma. Elle lui apprend à jouer, à rire et à comprendre le monde qui l’entoure. Un monde qui commence et s’arrête aux murs de leur chambre, où ils sont retenus prisonniers, le seul endroit que Jack ait jamais connu.","Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,6,4,3",1h 58min,Room
Barry Levinson,"A la mort de son père, Charlie Babbitt, homme d'affaires pressé, hérite d'une vieille Buick qu'il convoitait depuis longtemps mais se voit spolié de quelque trois millions de francs versés à l'Institution psychiatrique Wallbrook au profit d'un bénéficiaire anonyme. Charlie se rend a Wallbrook et découvre l'heureux bénéficiaire. Il s'agit ...",Comédie dramatique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/65/43/69/19254800.jpg,,"3,6,4,3",2h 13min,Rain Man
Ziad Doueiri,"A Beyrouth, de nos jours, une insulte qui dégénère conduit Toni (chrétien libanais) et Yasser (réfugié palestinien) devant les tribunaux. De blessures secrètes en révélations, l'affrontement des avocats porte le Liban au bord de l'explosion sociale mais oblige ces deux hommes à se regarder en face.",Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/17/12/20/12/32/0036199.jpg,,"3,8,4,3",1h 49min,L'Insulte
Xavier Giannoli,"Lucien est un jeune poète inconnu dans la France du XIXème siècle. Il a de grandes espérances et veut se forger un destin. Il quitte l’imprimerie familiale de sa province natale pour tenter sa chance à Paris, au bras de sa protectrice.","Drame,Historique",https://fr.web.img4.acsta.net/c_310_420/pictures/21/08/19/11/37/0523511.jpg,,"4,0,4,3",2h 30min,Illusions Perdues
Clint Eastwood,"Michael Johnson et sa soeur Caroline reviennent dans la ferme de leur enfance régler la succession de leur mère, Francesca. Ils vont découvrir tout un pan de la vie de leur mère ignoré de tous, sa brève, intense et inoubliable liaison avec un photographe de passage.","Drame,Romance",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/07/35/19255615.jpg,,"4,6,4,3",2h 15min,Sur la route de Madison
Alan Parker,"Billy Hayes est arrêté à Istanbul pour avoir sur lui quelques grammes de hashisch. Condamné à perpétuité, il est enfermé dans des geôles d'une extrême inhumanité.",Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/84/47/19254775.jpg,,"2,0,4,3",2h 00min,Midnight Express
David Lean,"Le destin hors du commun de l'officier britannique T. E. Lawrence, qui mena la révolte arabe contre l'occupant turc au cours de la Première Guerre mondiale. Adapté des Sept Piliers de la sagesse, son récit autobiographique.","Aventure,Biopic",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/56/04/affiche.jpg,24 avril 2013,"4,4,4,2",3h 36min,Lawrence d'Arabie
Dean DeBlois,"Ce film est présenté hors-compétition au Festival de Cannes 2014.Tandis qu’Astrid, Rustik le Morveux et le reste de la bande se défient durant des courses sportives de dragons devenues populaires sur l’île, notre duo désormais inséparable parcourt les cieux, à la découverte de territoires inconnus et de nouveaux mondes.","Aventure,Animation,Famille",https://fr.web.img3.acsta.net/c_310_420/pictures/14/06/05/15/47/538891.jpg,,"4,0,4,2",1h 43min,Dragons 2
Sam Mendes,"Une maison de rêve, un pavillon bourgeois discrètement cossu dissimule dans une banlieue résidentielle, c'est ici que résident Lester Burnhamm, sa femme Carolyn et leur fille Jane. L'agitation du monde et sa violence semblent bien loin ici. Mais derrière cette respectable façade se tisse une étrange et grinçante tragi-comédie familiale ou ...",Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/17/10/16/09/11/4895035.jpg,,"3,9,4,2",2h 02min,American Beauty
Francis Veber,"Tous les mercredis, Pierre Brochant et ses amis organisent un dîner où chacun doit amener un con. Celui qui a trouvé le plus spectaculaire est declaré vainqueur. Ce soir, Brochant exulte, il est sur d'avoir trouvé la perle rare, un con de classe mondiale: Francois Pignon, comptable au ministère des Finances et passionné de modèles réduits ...",Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/10/96/19649758.jpg,,"4,2,--",1h 20min,Le Dîner de cons
Martin Scorsese,"L’argent. Le pouvoir. Les femmes. La drogue. Les tentations étaient là, à portée de main, et les autorités n’avaient aucune prise. Aux yeux de Jordan et de sa meute, la modestie était devenue complètement inutile. Trop n’était jamais assez…","Biopic,Drame",https://fr.web.img5.acsta.net/c_310_420/pictures/210/604/21060483_20131125114549726.jpg,,"4,0,4,2",2h 59min,Le Loup de Wall Street
Billy Wilder,"Charles Tatum, journaliste sans scrupules, va exploiter un scoop. Au Nouveau-Mexique, Léo Minosa, un Indien, est coincé au fond d'une galerie effondrée. S'arrangeant pour être le seul journaliste sur le coup, Tatum va persuader le shérif de choisir la formule de sauvetage la plus lente.",Drame,https://fr.web.img4.acsta.net/c_310_420/pictures/16/12/22/09/48/002214.jpg,15 février 2017,"4,3,4,2",1h 51min,Le Gouffre aux chimères
Joseph L. Mankiewicz,"Deborah Bishop, Rita Phipps et Laura May Hollingsway partent en croisière laissant leurs maris respectifs. Mais avant de partir, elles reçoivent une lettre d'une de leur amie commune, Addie Ross, dans laquelle elle prévient qu'elle part avec le mari de l'une d'entre elles. Mais lequel ?",Comédie dramatique,https://fr.web.img4.acsta.net/c_310_420/pictures/14/06/05/11/44/151506.jpg,7 décembre 2016,"5,0,4,2",1h 43min,Chaînes conjugales
David Lean,"Irlande. 1916. Rosy Ryan épouse le maître d'école du village, de quinze ans son aîné. Déçue par cette union, elle tombe amoureuse du major anglais venu prendre le commandement de la garnison voisine...","Drame,Historique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",3h 15min,La Fille de Ryan
Jonathan Demme,Un jeune avocat atteint du sida doit engager un petit avocat pour attaquer son cabinet pour licenciement abusif.,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,6,4,3",2h 05min,Philadelphia
John Lasseter,"Quand Andy quitte sa chambre, ses jouets se mettent à mener leur propre vie sous la houlette du cowboy Woody. Débarque alors Buzz l'éclair, intrépide aventurier de l'espace venu d'une lointaine galaxie, qui va semer la zizanie dans ce petit monde.","Animation,Comédie,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",1h 17min,Toy Story
Tomm Moore,"C’est l’histoire d’une petite fille qui découvre qu’elle est une « silkie », une fée capable de se transformer en phoque. Elle va devoir chanter « le chant de la mer » pour ouvrir au peuple des fées les portes de leur royaume.","Animation,Famille,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,9,4,3",1h 33min,Le Chant de la Mer
Elem Klimov,"En 1943, en Biélorussie, un jeune villageois, Fliora, déterre le fusil d’un soldat mort et s’engage chez les partisans contre l’envahisseur allemand. Avec l’énergie et l’idéalisme d’un enfant, il plonge dans l’horreur d’un monde qui dépasse les adultes eux-mêmes.","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",24 avril 2019,"4,3,--",2h 23min,Requiem pour un massacre
Frank Capra,"Après avoir fait fortune, le vieux Vanderhof est devenu un sage en pensant que l'argent ne fait pas le bonheur. Il vit entouré de ses petits-enfants et de ses domestiques, pour le moins originaux...","Comédie,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",15 septembre 2010,"5,0,4,3",2h 07min,Vous ne l'emporterez pas avec vous
Milos Forman,"Au XVIIIe siècle, à Vienne, Antonio Salieri, le compositeur attitré de l'empereur mélomane Joseph II, tente d'acquérir la gloire éternelle. Pour ce faire, il doit évincer Wolfgang Amadeus Mozart, son rival dont il admire le profond génie.","Comédie dramatique,Historique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",12 juin 2002,"4,5,4,3",3h 00min,Amadeus
David Fincher,"À l’occasion de son cinquième anniversaire de mariage, Nick Dunne signale la disparition de sa femme, Amy. Sous la pression de la police et l’affolement des médias, l’image du couple modèle commence à s’effriter. Très vite, les mensonges de Nick et son étrange comportement amènent tout le monde à se poser la même question : a-t-il tué sa femme ?","Policier,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",2h 29min,Gone Girl
Shin'ichirô Ushijima,"Sakura est une lycéenne populaire et pleine de vie. Tout l’opposé d'un de ses camarades solitaires qui, tombant par mégarde sur son journal intime, découvre qu’elle n’a plus que quelques mois à vivre... Unis par ce secret, ils se rapprochent et s'apprivoisent.","Animation,Drame,Romance",https://fr.web.img2.acsta.net/c_310_420/pictures/19/02/28/10/26/3234290.jpg,,"4,3,--",1h 48min,Je veux manger ton pancréas
Julien Duvivier,"Monsieur Hire est un homme que les villageois jugent comme bizarre et presque inquiétant. Lorsqu'un crime est commis, le vrai coupable cherche donc à faire porter le chapeau à ce coupable idéal.","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",30 mars 2016,"4,3,--",1h 31min,Panique
Ryan Murphy,"Une adaptation de la pièce The Normal Heart, qui décrit la montée en puissance du virus du sida dans les années 80 et le combat d'un écrivain-activiste, Ned Weeks, fondateur d'un groupe d'aide luttant contre la maladie.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,--",2h 12min,The Normal Heart
Sergio Pablos,Un jeune facteur affecté à une sinistre petite ville glacée du pôle Nord découvre que le père Noël s'y cache.,Animation,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,4,3",1h 36min,Klaus
Denis Villeneuve,"L'histoire de Paul Atreides, voué à connaître un destin hors du commun qui le dépasse totalement. Car s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur la planète la plus dangereuse de l'univers.","Drame,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",2h 36min,Dune
Ettore Scola,"A Rome le 6 mai 1938. Alors que tous les habitants de l'immeuble assistent au défilé du Duce Mussolini et d'Hitler, une mère de famille nombreuse et un homosexuel se rencontrent.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",17 juin 2009,"5,0,4,3",1h 45min,Une journée particulière
James Cameron,"Dans cette suite, un Terminator reprogrammé est envoyé du futur afin de protéger le jeune John Connor d'un implacable cyborg protéiforme.","Action,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",13 septembre 2017,"3,8,4,3",2h 17min,Terminator 2 : le Jugement Dernier
Marcel Pagnol,"Fille aînée du puisatier Amoretti, Patricia s'éprend de Jacques Mazel, un jeune aviateur, issu d'une famille de riches commerçants. Lorsque la guerre éclate, Jacques part rejoindre son escadrille, ignorant que Patricia attend un enfant de lui. Blâmée par son père, la jeune fille est également rejetée par les parents de Jacques.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,--",2h 50min,La Fille du puisatier
Kim Jee-Woon,Un agent secret recherche le serial killer qui a tué sa fiancée...,"Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,4,3",2h 22min,J'ai rencontré le Diable
Mikhail Kalatozov,"A travers quatre histoires qui renforcent l'idéal communiste face à la mainmise du capitalisme, ""Soy Cuba"" dépeint la lente évolution de Cuba du régime de Batista jusqu'à la révolution castriste.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",20 octobre 2021,"4,1,4,2",2h 21min,Soy Cuba
Robert Bresson,"Conduit en 1943 au fort de Montluc pour y être exécuté par les Allemands, le lieutenant Fontaine parvient à s'échapper en compagnie d'un autre prisonnier, Jost.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",5 septembre 2018,"4,2,--",1h 39min,Un Condamné à mort s'est échappé
None,"Kansas 1880. William Munny, redoutable hors-la-loi reconverti dans l'élevage va, à la demande d'un jeune tueur, reprendre du service pour venger une prostituée défigurée par un cow-boy sadique.","Drame,Western","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",21 juin 2017,"4,8,4,2",2h 11min,Impitoyable
Naoko Yamada,"Nishimiya est une élève douce et attentionnée. Chaque jour, pourtant, elle est harcelée par Ishida, car elle est sourde. Dénoncé pour son comportement, le garçon est à son tour mis à l'écart et rejeté par ses camarades. Des années plus tard, il apprend la langue des signes... et part à la recherche de la jeune fille. ","Animation,Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,7,4,2",2h 09min,Silent Voice
Pete Docter,"Au moment où Joe pense que son rêve est désormais à portée de main, un pas malencontreux l’expédie dans un endroit fantastique où il est obligé de réfléchir à nouveau à la signification d’avoir une âme. C’est là qu’il se lie d’amitié avec 22, une âme qui ne pense pas que la vie sur Terre soit aussi bien que ce qu’on veut bien lui faire croire...","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,4,2",1h 40min,Soul
George Lucas,"La Guerre des Clones fait rage. Une franche hostilité oppose désormais le Chancelier Palpatine au Conseil Jedi. Anakin Skywalker, jeune Chevalier Jedi pris entre deux feux, hésite sur la conduite à tenir...","Action,Aventure,Science Fiction",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/53/23/18423997.jpg,,"3,9,4,2",2h 20min,Star Wars : Episode III - La Revanche des Sith
Dean DeBlois,"Harold est maintenant le chef de Berk au côté d’Astrid et Krokmou, en tant que dragon, est devenu le leader de son espèce. Ils réalisent enfin leurs rêves de vivre en paix entre vikings et dragons. Mais lorsque l’apparition soudaine d’une Furie Eclair coïncide avec la plus grande menace que le village n’ait jamais connue, Harold et Krokmou sont forcés de quitter leur village pour un voyage dans un monde caché...","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,9,4,2",1h 44min,Dragons 3 : Le monde caché
Jeanne Herry,Théo est remis à l'adoption par sa mère biologique le jour de sa naissance. C'est un accouchement sous X. La mère à deux mois pour revenir sur sa décision...ou pas. Les services de l'aide sociale à l'enfance et le service adoption se mettent en mouvement. ,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,4,2",1h 50min,Pupille
Fritz Lang,Des ouvriers travaillent dans les souterrains d'une fabuleuse métropole de l'an 2026. Ils assurent le bonheur des nantis qui vivent dans les jardins suspendus de la ville. Un androïde mène les ouvriers vers la révolte.,"Science Fiction,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",19 octobre 2011,"4,8,4,2",2h 33min,Metropolis
Robert Aldrich,"Jane, actrice de second plan, envie la gloire de sa soeur, Blanche, star du grand écran. Quelques années plus tard, Jane aigrie et usée terrorise et sequestre Blanche dont la carrière a été stoppée par une infirmité.","Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,--",2h 14min,Qu'est-il arrivé à Baby Jane ?
Martin McDonagh,"Après des mois sans que l'enquête sur la mort de sa fille ait avancé, Mildred Hayes prend les choses en main, affichant un message controversé visant le très respecté chef de la police sur trois grands panneaux à l'entrée de leur ville.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,9,4,2",1h 56min,"3 Billboards, Les Panneaux de la vengeance"
Henry Selick,"Voici l'histoire de Jack Skellington, le roi des citrouilles de la ville Halloween, qui découvre un beau jour la ville de Noël et décide de célébrer lui-même cette fête étrange.","Animation,Fantastique,Comédie musicale","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,8,4,2",1h 15min,L'Etrange Noël de M. Jack
Kátia Lund,"Dans une favela de Rio de Janeiro, dans les années 60, Fusée, un gamin noir et pauvre, rêve de devenir photographe professionnel. Petit Dé, un enfant de 11 ans, emménage dans la Cité. Il souhaite pour sa part devenir le plus grand criminel de Rio...","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,9,4,2",2h 15min,La Cité de Dieu
Georg Wilhelm Pabst,"Loulou, belle, capricieuse, insouciante et innocemment perverse, est une créature qui ne vit que pour l'amour. Elle joue dans une revue que commandite son amant, Ludwig Schön, un puissant magnat de la presse et du music-hall...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",30 octobre 2019,,2h 13min,Loulou
Clint Eastwood,"Trois amis d'enfance se perdent de vue. 25 ans plus tard, une affaire de meurtre les réunit à nouveau. La fille de Jimmy est retrouvée assassinée. Le père endeuillé rêve de se venger et Sean, affecté à l'enquête, croit connaître le coupable...","Policier,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,7,4,2",2h 17min,Mystic River
David Lean,"Dans le café-buffet de la gare de Milford, un homme et une femme se disent adieu. Troublée par l’arrivée fortuite d’une amie encombrante, Laura, la femme, fait un malaise au moment où l’homme la quitte pour prendre son train.","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",6 juillet 2011,"4,2,--",1h 26min,Brève Rencontre
